company_id,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,polarity
3,0.01770246511248074,0.07339790323460096,0.01770246511248074,0.10346217584161192,0.03788335453439563,0.06669460113439318,0.04705443029722846,0.02461868757866104,0.03849073454625947
10,0.00301746564417285,0.013994433020873082,0.06700050684201853,0.026747464092311313,0.004147977032445687,0.022966233356398177,0.002162266792854725,0.0789058551284252,-0.0008476827850315656
33,0.011571086623806617,0.0323403178847248,0.0059523809523809494,0.02083479198551666,0.015321614688855468,0.014273452432571651,0.00416053574009535,0.05863478040257289,0.05311226232051872
34,0.007089524726525636,0.008848217286136632,0.0031163010949751633,0.02234881904532342,0.008799752295162978,0.01826973813296062,0.00475534482410285,0.021560321354755278,0.006598818454877442
49,0.012034351749663658,0.0480885106388569,0.008928761687551856,0.016233676340071612,0.028484187983305508,0.04098060411737052,0.030089037415205605,0.036403863862903105,-0.0002649020939631323
58,0.006009811741640062,0.019668243884160753,0.002439480484246354,0.008449292225886416,0.00856535688183014,0.008449292225886416,0.002439480484246354,0.03414076414195925,0.03744669708315543
63,0.0011904761904761893,0.048579914065478604,0.0033284285920762787,0.021099311045478606,0.05484749438346299,0.03525630035830973,0.027371695153485358,0.030545724986129293,0.04833642781535857
66,0.04533523456366002,0.053820295324884714,0.0,0.11643877664398337,0.10937585088044027,0.11643877664398337,0.0,0.11608818591178088,0.0081344700290222
77,0.0062113912675371,0.015586679011052255,0.0062113912675371,0.05600132070006478,0.004087543885005956,0.05600132070006478,0.0033569079984077112,0.04023787635708404,-0.009745064597873292
81,0.023449284550186,0.026913300116723864,0.012802249371207757,0.02314039763018086,0.016043244091421247,0.01027107777787202,0.017548251349597855,0.027812515763206938,0.01992432783551453
82,0.02390573827174906,0.01003052663715966,0.00241624733677734,0.05274189574281542,0.005339481476308686,0.039970074159173724,0.01049879509591218,0.0361218233987243,-0.016568475647345378
97,0.004679766148506839,0.024988479048175097,0.0,0.009281923324455646,0.01673519495815903,0.00711232249976701,0.005241310043312994,0.030540623096667736,0.02197880425292505
101,0.024889404326932832,0.04436351651663178,0.0,0.0,0.04738981274954415,0.0,0.02064606675338704,0.06870441340923021,0.061558058156949265
102,0.01659831944011898,0.024323967406113745,0.0,0.022166744144608168,0.012914201080204479,0.0017943169984609526,0.0,0.018496437949181006,0.024242295207608497
112,0.0,0.0194158334537783,0.0,0.0312948556853303,0.0194158334537783,0.0507106891391086,0.0194158334537783,0.0566785738071002,0.0447995515755482
113,0.0040440732671749215,0.013446609467401043,0.0016681453850328858,0.02210182328242755,0.026386012703092737,0.021124891235655287,0.01242422436820585,0.04008518119968991,0.01744233472937126
121,0.0,0.011306579344662837,0.2232472145335143,0.0,0.021152296702288,0.0,0.0,0.037969704064542774,-0.18527751046897156
123,0.008075205137014431,0.0034371689010282242,0.0,0.006867101570644036,0.005633963081227728,0.003458047481618996,0.003008127055131336,0.012669332654217505,0.0002230592947545834
134,0.004608294930875571,0.025527878484972007,0.0,0.004608294930875571,0.031967049296174346,0.004608294930875571,0.012544211074576749,0.04772678188764006,0.058406301832597526
146,0.015346979232539587,0.02623385446212864,0.0,0.004694228352799538,0.07576670906879121,0.004694228352799538,0.02623385446212864,0.155302095682067,0.13526088809672784
169,0.02329900014453395,0.08135361627353382,0.0,0.0,0.0,0.04072829165387855,0.0,0.08135361627353382,-0.03191105068220072
175,0.0030185443366451997,0.05015679236759699,0.0,0.0047679462072537215,0.05444795669372097,0.006336734959800014,0.008913529001983207,0.03627872355117139,0.05894355278096997
187,0.2833256281909894,0.0567349286948728,0.0,0.0,0.0,0.0147712125471966,0.0,0.06808191443384735,-0.23001492630433867
209,0.0134326620929363,0.07045256444216584,0.0,0.0134326620929363,0.023431358131753545,0.0,0.0,0.07040164316893177,0.10420769956009848
211,0.07586770762491744,0.0198902976975171,0.07586770762491744,0.0,0.0,0.0,0.0,0.0,-0.05597740992740034
217,0.023446369122534325,0.010954474176687667,0.023446369122534325,0.023446369122534325,0.0,0.023446369122534325,0.06743796233325997,0.10848586419643633,0.08211079212463421
218,0.1305654755433409,0.00556928335530478,0.0,0.0,0.0,0.0,0.0,0.13194310133149711,0.006946909143461022
221,0.0,0.0,0.0,0.2998182360592974,0.2998182360592974,0.0,0.0,0.2998182360592974,0.2998182360592974
233,0.06514234879918603,0.10948602136031535,0.021980719788441218,0.047981035624074735,0.05728223515894722,0.08454455843506863,0.06130183120613952,0.08024001650963727,0.038262258507311506
254,0.00958748504078623,0.00711580611095076,0.001872947435415504,0.007987243894833835,0.00932936051000251,0.0032743050542046307,0.0032151369787283873,0.019229953265027713,0.0034853944983763902
255,0.019336393365999342,0.009313127965493762,0.0022100716528884313,0.013091447414275006,0.004637050834610719,0.005398107545943431,0.004420143305776863,0.03216786791507356,0.019273879359644256
261,0.023438265792396253,0.0730879067473932,0.0,0.03133855597621381,0.0659125159007967,0.03316515642219179,0.03061365663899273,0.07861739610314883,0.020649668020747438
281,0.003939204334856512,0.07826820087489954,0.0,0.033410882550683904,0.024721100974002902,0.017058894562720996,0.012487274270587212,0.06636187137738733,0.08054862490116438
294,0.0,0.03620886598652072,0.011279857677773815,0.016642555592234015,0.031016370342672548,0.0014378273319523,0.012717685009726115,0.05131225783077287,0.062085753797841356
299,0.0,0.014612338378152795,0.0,0.021420883674548773,0.014258769414626732,0.02807270414888556,0.002232215789752024,0.0427750126845123,0.004816563134713204
