doc_a,doc_b,correl,euclidean,cosine,cityblock,jaccard,js
63,33,0.9836638242048203,1.34248506871697,0.9011330798640039,26.58603433763795,0.8744939271255061,0.76604136192305
63,34,0.9896732360086771,1.3660413336773483,0.9330344626574938,21.182068128945257,0.9111111111111111,0.7882591961841522
63,49,0.762746686169641,1.408229308822512,0.9915548931133648,22.318528699238268,0.937007874015748,0.8160549302958331
63,58,0.9210259136414471,1.3612846248093275,0.9265479148711357,27.655204845113282,0.8930041152263375,0.7793818281296877
66,3,0.9323536659382332,1.3832343060242012,0.9566685726811265,22.350213740594445,0.946969696969697,0.807846127064473
66,10,0.7817372532245593,1.3442777722024515,0.9035413644187932,20.335196543646568,0.9242424242424242,0.784767748766445
66,33,0.961316148378293,1.3674989007391336,0.9350266217613692,21.042147208100776,0.8389830508474576,0.7702356460298375
66,34,0.7894601395054793,1.2665419211967979,0.8020642190744377,28.81648863801904,0.8379888268156425,0.7332035842308423
66,49,1.0090993551165133,1.3796296653459714,0.9516890067513182,19.57299970074678,0.8739495798319328,0.7739889867609523
66,58,0.9379797903950129,1.3750414365698502,0.9453694761420387,21.0925909121209,0.9090909090909091,0.7947211243755767
66,63,0.9837359629975799,1.380236908563602,0.9525269618806047,26.090877913183146,0.9197530864197531,0.7971549217514865
77,3,0.9302253457984606,1.342075084426363,0.9005827661190141,22.196731897004902,0.8754208754208754,0.7601160906738065
77,10,0.7174317227194712,1.2966755894091861,0.840683792084831,19.852665525479615,0.8808290155440415,0.7579111416094328
77,33,0.9173965372030757,1.3433187757878022,0.9022526666920195,27.003488296782304,0.8717948717948718,0.7637324641773977
77,34,0.6899267795421211,1.3518693060113791,0.9137753102678433,23.62791023705587,0.8959537572254336,0.7761412964502291
77,49,0.9881053227420694,1.3609793217548583,0.926132357122157,30.208699409835106,0.8910891089108911,0.7769304357890869
77,58,0.8357145920439115,1.389307286961875,0.9650873688026826,26.98466634346595,0.8918918918918919,0.7934134894812087
77,63,1.0042698578596496,1.398980107404393,0.9785726704566029,26.579835445932407,0.918552036199095,0.8063740994392574
77,66,0.8367514027010611,1.3667971502360063,0.9340672249466345,22.50723037963089,0.9,0.7819795820849077
81,3,1.016307655651544,1.3852584481447547,0.9594704840782069,27.434420457859126,0.9153846153846154,0.7958940734636137
81,10,0.9712158705547931,1.396216761068713,0.9747106219446028,23.216860423836994,0.9124423963133641,0.8024424891177927
81,33,0.8570323098050576,1.373062487263072,0.9426502969645268,26.787015338727016,0.9134615384615384,0.7882334097951466
81,34,0.9653442167185754,1.3944038475126859,0.9721810449790901,18.15738184561129,0.9259259259259259,0.805754671529355
81,49,1.0110630215101053,1.3874606544846533,0.9625235338714915,25.55998875280601,0.8982456140350877,0.7915480896567089
81,58,0.9329927227510898,1.3876966488092117,0.9628509945581578,22.004884748898586,0.8993288590604027,0.7877360303722135
81,63,0.9530402694328248,1.345796289319364,0.9055838261728846,22.65229307319393,0.9069767441860465,0.7774491613152555
81,66,0.9970107317751857,1.3656658273600628,0.9325215760095209,21.990695639523405,0.8631578947368421,0.7636565631313963
81,77,0.8823814311364336,1.3451454695105125,0.9047081670723284,19.986308645710558,0.8848484848484849,0.7751979507412102
82,3,0.9032985035135547,1.3208247051808404,0.8722889509080266,20.553378417025584,0.8790322580645161,0.7592708967607718
82,10,0.7818880667171981,1.3655558206307812,0.9323713496293031,24.66320982133161,0.8896103896103896,0.7829953531956139
82,33,0.9369672138878631,1.3300090685334756,0.8844620611906412,28.323201845756987,0.8778877887788779,0.7615346128046749
82,34,0.5325964476065315,1.286677582045256,0.8277696000689138,20.719071576843817,0.8392857142857143,0.7253628534744943
82,49,1.008291573113844,1.3525063384200129,0.9146366977331555,22.043644145614707,0.8602941176470589,0.7642435279143756
82,58,0.8760441299363321,1.3786202924365367,0.9502969553589012,24.175713990342356,0.897196261682243,0.7907813503604757
82,63,0.9785437166678426,1.3600124050356976,0.924816870925492,27.938397927980038,0.8681318681318682,0.7689142572154606
82,66,0.8548201302344594,1.3546613841727855,0.9175537328844635,23.504255742295033,0.8969072164948454,0.7757922409849187
82,77,0.7299690220342164,1.3582220693541855,0.9223835948403829,21.299337846554312,0.9159663865546218,0.7795777557253368
82,81,0.9679551730540221,1.2895277114404922,0.8314408592864766,21.28529191667947,0.8424242424242424,0.7404110812899498
97,3,1.0061427702004964,1.3869985630918895,0.9618825070094837,19.942189538003536,0.9121621621621622,0.8007502600339527
97,10,0.9733664811486049,1.316242115394697,0.8662466531693532,30.140226352404987,0.8745247148288974,0.7543411512148145
97,33,0.9910309735277899,1.3768655106641543,0.9478793172282312,25.914719184647687,0.8622448979591837,0.776525339739827
97,34,1.0045731036271484,1.3279732167090395,0.8817564321482754,24.675454872649794,0.8782051282051282,0.7587722273369479
97,49,0.9848494215261981,1.3964042356463768,0.9749723946655708,22.70693313175042,0.940677966101695,0.8086032714160309
97,58,0.9973379544271902,1.3834570690292307,0.9569767309234749,23.469984145017417,0.9132947976878613,0.7940875315060785
97,63,0.9951666872267915,1.3710654440816983,0.9399102259774724,22.50421690451394,0.8978102189781022,0.7880916029790294
97,66,1.0243409978210334,1.2973994405803346,0.8416226542090828,21.313159664994483,0.8869257950530035,0.7548308197196283
97,77,1.0181536203178898,1.2416956321403418,0.7709040214382012,23.515187399927218,0.8070175438596491,0.7096214144439899
97,81,0.9895643511953137,1.3846146181588808,0.9585788204096322,26.64084497625387,0.92,0.7971438217038362
97,82,1.0163085936901939,1.359510123257508,0.9241338876198228,26.011883588834117,0.874439461883408,0.7724998467356385
101,3,1.0054598266336163,1.3553717060213195,0.9185162307415712,30.876477918438702,0.8722222222222222,0.7736381329380848
101,10,1.0018800555584175,1.3355966440577753,0.8919091978091951,24.30884852135192,0.8163265306122449,0.7426800664302817
101,33,0.9866087262112603,1.348883468171842,0.9097433053536486,21.6200564522377,0.9144736842105263,0.7810288770425798
101,34,1.0215628303553637,1.3709540803924185,0.9397575452723105,22.448701127163513,0.8768472906403941,0.777949812367228
101,49,1.0255740202977006,1.352623431701773,0.9147950739943402,26.11567981210381,0.8756218905472637,0.7730487678249099
101,58,0.9689885849560261,1.3797352520449775,0.9518346828678094,23.997141371745652,0.9039145907473309,0.7818852646560395
101,63,0.8928854436252185,1.3479399403537191,0.9084710414003941,23.289526850693605,0.8867924528301887,0.774688428246569
101,66,0.9723160066340393,1.3699704028398871,0.9384094523286425,30.392704830677157,0.8957654723127035,0.7821184083690135
101,77,1.0094689967372585,1.34593490104533,0.9057703789259516,21.59235986575737,0.8306878306878307,0.7556968538812538
101,81,0.9962245950911173,1.3102340732549649,0.8583566633591482,24.3653862322402,0.8706896551724138,0.7620859285963275
101,82,1.01052761921971,1.375326630778838,0.9457616706647347,25.30881140280424,0.9178743961352657,0.7986900210098407
101,97,0.8196883073209817,1.3624074018927588,0.9280769643660888,29.485261587179174,0.8988095238095238,0.7844674245631856
102,3,0.9759174988079412,1.3968494614727331,0.975594209008332,21.276531068711634,0.8940397350993378,0.79476217050114
102,10,1.0279779763273373,1.367842847622121,0.9354970278954965,23.790680958898907,0.8654545454545455,0.7704208417002459
102,33,0.8931954304043677,1.3434379373755476,0.9024127457899332,26.344063384247626,0.8722466960352423,0.7672250754624282
102,34,0.9825732008547894,1.303053179570104,0.8489737943938787,21.154288276393274,0.8780487804878049,0.7602852460045703
102,49,0.9815854327056215,1.3634451738811844,0.9294913710899462,21.991905664554213,0.9166666666666666,0.7896300374227263
102,58,1.026866676844494,1.3711986888115313,0.9400929220992312,21.891118565323232,0.900709219858156,0.7885257348909546
102,63,0.9895913933750353,1.322376787146304,0.8743401835916904,27.870936363936025,0.8698630136986302,0.758405875623456
102,66,0.9961239827124103,1.3210021975216777,0.8725234029285508,23.987961592353145,0.8522727272727273,0.7490299245036798
102,77,1.0085833720277364,1.3924189670217322,0.9694152898609342,27.221820298458127,0.9398496240601504,0.8068821560096053
102,81,0.9508103769661165,1.3898967655434633,0.965906509434091,22.751598211572777,0.9184782608695652,0.7964268450345251
102,82,0.9937082115982004,1.3283926107858675,0.8823134641952467,19.80471870443138,0.8642857142857143,0.7605038080168267
102,97,0.9869384919353725,1.3269106703904614,0.8803459635980316,21.976021131294544,0.8802395209580839,0.7591386440617165
102,101,0.914864909006222,1.3830238750016268,0.9563775194122577,24.069134273354717,0.8860759493670886,0.7923485838248161
112,3,0.9014490623569115,1.373018654292751,0.9425901125179394,22.843418050787328,0.8823529411764706,0.7824471616936864
112,10,0.9615136049276347,1.3930663337599825,0.9703169051277397,21.545492251834155,0.9027777777777778,0.7938783943529586
112,33,1.000423477304782,1.3032978605256913,0.8492926566254221,24.343377126062897,0.8853211009174312,0.7601976660764438
112,34,0.9664037425325213,1.3397153618770892,0.8974186254247299,23.065183342123596,0.9344262295081968,0.7796214599781006
112,49,0.9424812333114979,1.381452855438847,0.9542059959000716,19.080756766682665,0.8930817610062893,0.7896765880778444
112,58,1.0115495988789558,1.3425887270086134,0.9012722449453044,24.961348292231765,0.9005524861878453,0.7741841009092065
112,63,0.98628383644664,1.3781469926030399,0.9496445666104019,16.674688631184313,0.9702970297029703,0.8070482700918609
112,66,0.9621773921047025,1.367621970297726,0.9351949268205175,21.012460554181466,0.918918918918919,0.7931878790241729
112,77,0.9546869404184065,1.382102131494124,0.9551031509403004,22.675333995179574,0.9455782312925171,0.8072415349785129
112,81,1.0262100192969323,1.3761800593826372,0.9469357779211994,23.70335461650269,0.909433962264151,0.786768046076026
112,82,0.9618292918189402,1.3673273490202968,0.9347920396894365,27.942630655979066,0.9025974025974026,0.7838491793262373
112,97,0.9883464119697846,1.3706120648253735,0.9392887161224363,32.766781550736155,0.9117647058823529,0.7895653269006256
112,101,1.0227024471370394,1.3902317156890223,0.9663721116538209,20.528733815162127,0.972972972972973,0.8163369380553314
112,102,0.9422135602161925,1.3867584659336796,0.961549521419366,22.666718826162665,0.8933333333333333,0.7943108157564576
113,3,0.9134443568626054,1.394750019049772,0.9726638078196697,18.852185153525813,0.9663865546218487,0.8139402938682819
113,10,0.6836562705337167,1.3105022845929009,0.8587081189616058,22.279426533022303,0.8774509803921569,0.755890438910783
113,33,1.003737051569714,1.357688090873187,0.9216584760494392,17.38927622948774,0.9024390243902439,0.7775609143661844
113,34,0.3946982266803435,1.318703406875715,0.8694893376528083,19.359208081983915,0.8923076923076924,0.7668183347938591
113,49,0.9874885531572,1.3563154125546055,0.9197957491665848,19.886776921221017,0.9322033898305084,0.7892837735000122
113,58,0.9097543137007092,1.391482064716261,0.9681111682135142,20.166656892789845,0.9523809523809523,0.8124180135359287
113,63,0.9996038912408202,1.3856657031270232,0.9600347204112541,22.26084038157522,0.8869047619047619,0.7866772343631947
113,66,0.8127385469796254,1.353675109875857,0.9162181515487073,22.784296858655562,0.8865248226950354,0.7797954007409501
113,77,0.6486304108479114,1.353185265613003,0.9155551815360669,23.246906477804647,0.9324324324324325,0.7910945921905516
113,81,0.9636160912207492,1.3813158874868332,0.9540167905117689,23.019276157791808,0.8932038834951457,0.7875917515602248
113,82,0.4298023490237375,1.391147030958979,0.9676450308729916,28.898178967149704,0.8888888888888888,0.7934054586511332
113,97,0.9597646435800596,1.393345752689479,0.9707061932689046,21.989265563237414,0.8962264150943396,0.7930376266763421
113,101,0.9957283888037939,1.406964952022958,0.9897751881104825,22.911177406428248,0.9316770186335404,0.8149987835571338
113,102,1.0394395349813226,1.3651238002910548,0.9317814950605455,25.8274482880961,0.8918918918918919,0.7792685228732721
113,112,0.9485768891608164,1.362993732123136,0.9288759569034776,24.278960685071553,0.8888888888888888,0.7728613656744736
121,3,1.033061212480885,1.3720218487989537,0.9412219767908503,21.76543064905535,0.8811188811188811,0.7765092895780206
121,10,1.0189311262407845,1.4033993249066072,0.9847648325741607,22.386563230127397,0.936,0.8112927359268304
121,33,0.8866696152536628,1.3164217168417318,0.8664830682862662,20.563051355710254,0.8777777777777778,0.7573467817362066
121,34,1.004870772256773,1.3491598095367403,0.9101160958346068,24.31063642550519,0.8802816901408451,0.7718897865794361
121,49,0.9905074731325781,1.3819454064857626,0.9548865532535503,23.468375484448494,0.9097744360902256,0.7946917542523335
121,58,0.9775896294391346,1.3590026653088643,0.9234441221582986,23.01071179034385,0.8670520231213873,0.7793549220864988
121,63,1.018492095242716,1.3972042787718808,0.9760898983092258,20.82689938178524,0.9322033898305084,0.8092579479354113
121,66,0.9947584527729574,1.304522949595405,0.8508900630105483,21.903411956331677,0.8577235772357723,0.748880674450664
121,77,1.0255298175108118,1.380096965736133,0.95233381741704,22.42974071448665,0.8393782383419689,0.7613571115283391
121,81,1.0195545401767598,1.3573090859741384,0.9211439774339757,21.74764493793282,0.9060402684563759,0.7837183795465108
121,82,1.0140459461211417,1.3014052703128,0.8468278387989663,18.834611363713506,0.8652482269503546,0.7444232255441436
121,97,1.0153063407556302,1.3527340860145545,0.9149447537328157,18.76432097875972,0.908745247148289,0.782473995525567
121,101,1.0340195301102888,1.4098282140002438,0.9938077964955584,21.16698421625626,0.972972972972973,0.8245672377317208
121,102,0.927577954292199,1.3726126128039446,0.9420326924142359,22.383191839111596,0.8823529411764706,0.7799997767390134
121,112,0.9540687736869166,1.3971094861150843,0.9759574580963775,23.781441763668546,0.9124087591240876,0.8033653398888604
121,113,1.0258743276372537,1.3355688027285069,0.8918720134108287,27.468937261192732,0.8851351351351351,0.7674950642959749
123,3,0.9901885311840155,1.3258647618419939,0.8789586833471634,22.2994110945589,0.8636363636363636,0.7591737229783446
123,10,0.9801213390565799,1.4033097256975737,0.9846390931186998,19.91027400290682,0.9609375,0.817223759859071
123,33,1.0020901519358363,1.3613746352956004,0.9266704488131137,29.238613059479807,0.8994708994708994,0.7837228023733395
123,34,0.9934464504481856,1.3924538692736306,0.9694638890275526,20.517642132609232,0.9135802469135802,0.7955973222195807
123,49,0.9341492249990129,1.3926161368944945,0.9696898523694726,20.11639501677022,0.9086538461538461,0.7993935204915977
123,58,0.706416337571899,1.355638757869981,0.9188782209196328,19.93426389233449,0.8783783783783784,0.7735115177030754
123,63,0.967354649341653,1.374976717012986,0.9452804861639051,22.700859312536654,0.8703703703703703,0.776807383893223
123,66,0.9301141115243705,1.3758391513452444,0.9464666851871999,21.99400822589915,0.8956521739130435,0.7865151759320806
123,77,1.0094205033667467,1.395252429404859,0.9733646708800809,22.651439698731483,0.8969957081545065,0.7924056413839329
123,81,0.9773257896826572,1.3194078573643033,0.8704185470373313,26.248592584783626,0.8692307692307693,0.7527536696247998
123,82,0.9759087037310182,1.3594702985679097,0.9240797463441606,20.72987446389581,0.9017857142857143,0.7882208741751507
123,97,0.9715139452381547,1.3854381856161684,0.9597194830817101,20.397887249345036,0.9012345679012346,0.7909519985176612
123,101,1.0242473656821793,1.286418209063629,0.8274359043052372,26.261168326218485,0.8483412322274881,0.7379163045301247
123,102,0.7500074077791272,1.3519610710663434,0.9138993688394278,14.324631593552862,0.8324607329842932,0.7527692243579265
123,112,0.9886705528972529,1.122360224303416,0.6298462365492075,10.65868511145358,0.7575757575757576,0.6698346734929285
123,113,0.9699586843311399,1.3846080656649196,0.958569747752175,11.84794331559658,0.9086294416243654,0.7916777318205752
123,121,0.9962062002840087,1.345798262034587,0.9055864810476573,14.901146276767161,0.8384279475982532,0.7527019154951002
134,3,0.9753114863442608,1.4005608088787187,0.9807852896835053,13.443546475486897,0.91,0.8009559559941575
134,10,0.9913939506186871,1.226589236919692,0.7522605780636163,10.596537020147615,0.851063829787234,0.7320834867304693
134,33,1.0035275900214689,1.167245976286712,0.6812315845787597,10.683795837002409,0.8089887640449438,0.6985504375675071
134,34,0.9829355051028572,1.3590015159020081,0.9234425601119786,13.847560880520286,0.8392156862745098,0.7527417091019142
134,49,0.8054539011319293,1.2047081495151837,0.7256608627541491,19.323879784391472,0.8239700374531835,0.7264738080816335
134,58,0.7485384765164869,1.3496531795954185,0.9107818525960119,15.768609645601183,0.8443579766536965,0.7603953498550369
134,63,0.9206677512002166,1.3804393225965275,0.9528063616853795,9.903107759793084,0.9038461538461539,0.7894529788895857
134,66,0.9301395874822354,1.3902202364730387,0.9663561529495754,12.415878498148572,0.8717948717948718,0.7877616374988866
134,77,0.9568547606138627,1.3610234186612187,0.9261923730721353,11.57678881770379,0.9090909090909091,0.7813031873607564
134,81,0.9832860938939584,1.133021082300944,0.6418683864692005,13.117616264019555,0.8412162162162162,0.7093003130760385
134,82,0.9522530801772437,1.3919320626122558,0.9687374334640042,15.065753408636459,0.898936170212766,0.7946410132147133
134,97,0.9708116814943469,1.36836857381693,0.9362162769048893,12.276675483525953,0.8664122137404581,0.7795928417609158
134,101,1.043734083728607,1.3595375527107305,0.9241711786153408,17.617707552222264,0.8449612403100775,0.7586678076511045
134,102,0.9939998655538346,1.314640202077049,0.8641394304585921,11.69466614535258,0.8940397350993378,0.768673815339159
134,112,1.0279522798679055,1.403561562660185,0.9849925300885499,12.526030457791729,0.916083916083916,0.8063231253996669
134,113,0.9365250556340887,1.3450515691641718,0.9045818618555007,18.048836934807614,0.844,0.7569856783858961
134,121,0.9600886403977964,1.4044334589720535,0.9862166703401036,13.065567921110272,0.9470198675496688,0.8115365460556757
134,123,0.7994114367413878,1.3851002911447445,0.9592514082646285,11.438194035891867,0.912751677852349,0.7921209859884089
146,3,0.9766260129540526,1.394186175962673,0.9718775466227108,13.08437176249934,0.9097222222222222,0.7967688287128892
146,10,0.8997862026361451,1.3852400681324708,0.959445023179826,23.82457438597879,0.8985507246376812,0.7901830466278459
146,33,1.0228442721712743,1.3988295443185879,0.9783620470292742,10.394038656521275,0.8759124087591241,0.785216010401477
146,34,0.7288218426493351,1.3088793480221548,0.8565825738394508,11.538168463042433,0.906832298136646,0.7769964566382284
146,49,0.9845844517748241,1.3799176845368195,0.9520864080487287,17.02126487953997,0.9106145251396648,0.7934581873605889
146,58,0.9381499597236941,1.346274251149072,0.906227179653497,12.229843100601364,0.8120805369127517,0.7329733468424962
146,63,1.0124905144722494,1.3157372734325279,0.8655822863498319,10.62009129450511,0.8258706467661692,0.7416901650281925
146,66,0.9985189023514262,1.369608105649838,0.9379131815308688,19.23063609594555,0.8926553672316384,0.775928664573985
146,77,0.9703880812751837,1.3857267306819623,0.9601192860632598,15.14643247617507,0.8532608695652174,0.7815866964032827
146,81,0.9510252295724129,1.3470519108283732,0.9072744252331848,20.017902092978133,0.8211920529801324,0.7395787936032386
146,82,0.6838545368907321,1.3541928648198032,0.9169191575644331,16.661426678094024,0.7909090909090909,0.7485960877128589
146,97,0.9930822087473764,1.3572211332594488,0.9210246022830306,16.08073563234601,0.868995633187773,0.7654600487372581
146,101,1.027985319762513,1.3071738996192461,0.854351801922894,12.85370602687993,0.88,0.7570085118314538
146,102,0.9911503376352359,1.3792093933556027,0.9511092753601639,17.504308983007384,0.8731343283582089,0.7789273269424377
146,112,0.9444966762180428,1.3799651144858711,0.9521518585990008,12.95313274457702,0.8571428571428571,0.7731260107625872
146,113,0.5624516988910563,1.3639083633483446,0.9301230118057799,16.613718684855133,0.853035143769968,0.7618672318047984
146,121,1.0092284086409988,1.3744067174412935,0.944496912473875,8.166102817550525,0.868020304568528,0.7746587269122229
146,123,0.9337786902165722,1.3615865929333089,0.9269590250278688,15.07475030713935,0.8402777777777778,0.7563802836302308
146,134,0.9368008831692015,1.3738886673851596,0.9437850351846845,11.69400342136465,0.8203389830508474,0.7515940145674314
169,3,1.0254903946639213,1.3134601684306229,0.8625888070269001,13.763302676242935,0.8661971830985915,0.7543520689709281
169,10,1.0147921175049177,1.358021162891378,0.922110739430424,12.455393926487693,0.825938566552901,0.7498395155767463
169,33,1.023471598631752,1.3650555799089454,0.9316883681202739,10.21156930589052,0.8342857142857143,0.7610368377372756
169,34,0.9952442203571176,1.3936990468966262,0.9711985166602821,12.878410694176585,0.8802816901408451,0.7887620054788522
169,49,1.0041476460289673,1.3539143611281808,0.916542048634565,15.09205277803403,0.8353658536585366,0.7582218050680164
169,58,1.0118060222455572,1.3657987691100444,0.9327031388512562,19.19177184113486,0.8387096774193549,0.7566357414730993
169,63,1.007612690719254,1.2645507644117322,0.7995443178871483,10.958060038176294,0.7809187279151943,0.6972779349834816
169,66,1.0173501741653546,1.3464891085778743,0.90651645975942,12.000717940444229,0.8172043010752689,0.7425574095659588
169,77,1.0126823534249998,1.362236863622111,0.927844636305503,14.377772427474852,0.8622222222222222,0.7662891358725574
169,81,1.0193342581150995,1.3682120864943115,0.9360021568145588,18.5002957447842,0.8291814946619217,0.7550237179327632
169,82,0.9577184188629165,1.3488358721232616,0.9096791049632597,14.156606924387555,0.8415841584158416,0.7555607536046144
169,97,0.9057009624061927,1.2909790857889167,0.8333134999721935,11.75726922919155,0.9044117647058824,0.7532732492818767
169,101,1.0174986640438306,1.3336254184373975,0.8892783783511617,12.898172591435221,0.8406593406593407,0.7482191010122913
169,102,1.0027025024612986,1.3467832303054246,0.9069125347159577,10.1891007763741,0.8963414634146342,0.7763609867787868
169,112,1.001982660925269,1.3488407583938091,0.9096856957521935,22.381079449498337,0.8382352941176471,0.7518838563337585
169,113,0.9809498893560159,1.3749465795054112,0.9452390482468154,16.33382084717724,0.8483412322274881,0.764018090867025
169,121,0.9803836241720701,1.3535462642181562,0.9160437446894623,15.163298858281598,0.832807570977918,0.7490875449857102
169,123,0.9516627636022834,1.3861667296239026,0.9607291011581127,13.408687152048062,0.9338235294117647,0.7979282668657729
169,134,1.0046249850566566,1.3657978213704596,0.9327018444301467,13.902407778360338,0.9109947643979057,0.7889016497153599
169,146,1.0054328612600278,1.3331870947452957,0.8886939147977013,12.592713811203017,0.8367346938775511,0.7518107386531881
175,3,1.0005019967167514,1.247524249025583,0.7781583759534227,11.145620061791004,0.8162544169611308,0.7177944052685492
175,10,0.9683784375960749,1.2251682473386296,0.7505186171434047,14.843598806094748,0.7883817427385892,0.7009049498409284
175,33,0.9403440212653483,1.3530216688261731,0.9153338181565813,17.07100919109037,0.9272727272727272,0.7825623507586792
175,34,1.0106439444024258,1.3639421696119094,0.9301691210228219,16.857343105851207,0.8516949152542372,0.766968589844807
175,49,0.9740771855800956,1.3233428481207694,0.8756181468361949,21.7587792091172,0.844559585492228,0.7547753870641638
175,58,0.9486834704525695,1.345254909090807,0.9048553852164575,15.000678456046016,0.8056872037914692,0.7358203369210826
175,63,1.005573054702876,1.3971653578764618,0.9760355186250308,13.164754559026358,0.9244186046511628,0.8056983678942456
175,66,0.9896203315584995,1.3658700366608756,0.9328004785239908,12.594091936412761,0.8301886792452831,0.7574256663411411
175,77,0.942320775968406,1.3308111374578029,0.885529141790866,17.12328262345106,0.8918918918918919,0.7793902652377356
175,81,1.004730098428739,1.37335078059635,0.9430461832823033,13.663722350724493,0.8201438848920863,0.7468791534174435
175,82,0.9978421514971941,1.2104803956176375,0.7326313940873166,12.232132624594502,0.7981220657276995,0.7001648689930529
175,97,0.7021049861039841,1.3483189656493315,0.9089820165648429,19.984302820581263,0.8344155844155844,0.7451382001257697
175,101,0.9209726855667288,1.32147162717984,0.8731436307206671,11.891980500944788,0.806930693069307,0.7388186665697635
175,102,0.9943633045802681,1.3578600711436033,0.9218919864030563,15.40308544089476,0.8536585365853658,0.7613724721304083
175,112,0.9921289297428943,1.3810411129272293,0.9536372777976395,15.517142889998215,0.8755760368663594,0.781899544162332
175,113,0.9983780699371314,1.3792647128879238,0.9511855741089035,21.102797465299037,0.8611111111111112,0.7789844591000914
175,121,0.9776526055987086,1.3973313334572968,0.9762674277307738,11.720451407954204,0.8734939759036144,0.7904431128825756
175,123,1.0052108345238082,1.374350926530654,0.9444202346278336,13.9460915050315,0.8268551236749117,0.7589327424337675
175,134,0.9956355842078173,1.3772022968271072,0.9483430831929298,17.603482586887868,0.8451882845188284,0.7726950729729254
175,146,0.9997721581403031,1.2733932762490616,0.8107652179981593,12.463443964504275,0.9027777777777778,0.7591536927017605
175,169,0.9753916200360939,1.3752339487820566,0.9456342069413438,13.373720844450942,0.9133333333333333,0.7885969240580459
187,3,0.9885566884632302,1.38475743024354,0.9587765703073464,13.045131035535174,0.9130434782608695,0.7940175143086454
187,10,1.0156553227743,1.3299942709281543,0.8844423803508563,19.820376480437353,0.8141025641025641,0.7396104097784582
187,33,1.007190928324572,1.359769278980951,0.9244862460301885,15.176851345133269,0.8211678832116789,0.7501331185802662
187,34,1.0172643908236327,1.4004836661442506,0.9806772495684206,18.39988212815886,0.9337748344370861,0.8085392358558552
187,49,0.9090846107450969,1.3644878933440099,0.9309136055411875,13.021961082457809,0.8939393939393939,0.7788979566937677
187,58,1.0083998316362828,1.3252137821541925,0.87809578420571,10.083167343228057,0.782312925170068,0.7281031215436881
187,63,1.0048484501036743,1.333475269424579,0.8890781470834768,13.287526271933167,0.856353591160221,0.7579475307263158
187,66,1.0140099789889179,1.3887501759520162,0.964313525603378,14.862422198810124,0.8735632183908046,0.7901645217792388
187,77,1.013389226201792,1.3162423928422597,0.8662470183575595,12.472717351273861,0.8387096774193549,0.7411273724226202
187,81,1.0136544213573264,1.3895589391334606,0.9654370226628541,11.679245473176563,0.8526785714285714,0.7741236570439418
187,82,0.9634168734601648,1.3604376508235216,0.9253953008891107,15.408228595990566,0.8362831858407079,0.760955359033907
187,97,0.9943225240715663,1.3839993626035259,0.9577271178434825,15.233742486560526,0.9583333333333334,0.8042456526636591
187,101,1.0234749348259933,1.3294220237634233,0.883681458633618,8.982285069445043,0.8470588235294118,0.751730988887463
187,102,1.0107560397419846,1.3306520930385786,0.8853174963539748,15.737369512788758,0.8939393939393939,0.7644078854880092
187,112,1.0089277506735685,1.414213562373095,1.0,7.130882179539289,1.0,0.8325546111576979
187,113,1.0068387977133473,1.3806458115205367,0.9530914284346008,11.733448720908456,0.9221556886227545,0.7960589910356981
187,121,0.9992019671568366,1.3982719986073053,0.977582291044634,13.247430785124418,0.9329268292682927,0.8046143098826365
