company_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
3,-0.07711946094436221,-0.14603016613172481,0.16974720937769372,0.002916418600045113,-0.08288636957792182,-0.002913955912681325,0.09259825155728606,-0.0929730810186308,0.009584767935675224,0.02722648038393315
10,-0.1901870345035389,-0.3237371561599846,0.012817186301296782,-0.1457743496639371,-0.04155190860620041,0.11405794849160404,0.04332653088838842,-0.014964477152099772,0.07364405867446466,-0.13080390938331887
33,0.04958345275227314,-0.06908030225508419,0.14103929211006697,0.2402311873899089,0.14428329408156582,-0.19963636339017463,0.1504635991444845,0.04369758417470493,-0.08124177496848904,-0.016989474317154533
34,-0.4029999538148963,-0.4252983999132442,-0.034331734048896397,-0.16491693100515442,-0.0876066522968969,0.10651810703495013,-0.04841786375813105,0.05061353860868147,0.0765373090698236,-0.007402006693108646
49,-0.08890092737002865,0.2833667444649108,0.03322932983892911,-0.05253614679260466,-0.1156911434685628,-0.010574699725653065,0.004946679464178529,-0.10977523524452396,-0.03299835672540652,-0.07671411420942206
58,-0.26881992693633233,0.1376619089989658,-0.18159510290705536,0.27579701769164466,0.22209669869391443,0.05631483935179111,-0.0399279994303219,-0.06276253958819959,-0.0484241941479784,0.05975278098078338
63,-0.0471171220519492,0.2211280646154347,-0.012639889520413618,0.04289678602022833,-0.10347322558589579,0.1538265026995509,-0.14290216568978534,-0.014154488835967757,-0.02148680691234023,-0.17831570845669745
66,-0.09260453883071285,-0.17708269125796944,0.030894326781602387,-0.034919396346453774,0.01253371095047402,0.12762235131171065,-0.026851843516365288,0.008696221220760638,0.09933646890991078,-0.2294739044877517
77,-0.2534959681278486,-0.3263023006867157,-0.059119749896902454,0.0625530382632909,0.02003003812781964,-0.06364530398066201,0.09855048514491599,-0.07559231599941871,0.13741093143343983,-0.22040442553151646
81,0.037182480658745375,-0.024037806131380287,-0.07524670448515122,0.08822788067215007,0.0733848760078462,-0.15035206251715197,-0.046775132838668236,0.2138435076416139,-0.0347537627815883,-0.012003306912246575
82,-0.33175623491139417,-0.3922409628099733,-0.0814530448593871,-0.17252126754193817,-0.054205985179511175,0.025900404335221498,-0.11291236364046456,0.026497308291971687,-0.025173179057279615,0.00832216723451064
97,0.21743654984158836,0.009763094149980894,-0.24107653722656466,-0.03746412728820372,-0.05123663150307093,0.2455374974852788,0.2792758360487083,-0.051480437637998366,0.06689916742403354,0.3022356579774343
101,0.2302189571575814,-0.0018504762051363428,-0.059021794970063754,0.05359109223647459,-0.13577039479852362,0.2983735556043693,-0.033992584767009296,-0.12585818828209577,-0.0018201794263384425,0.12075730432390147
102,0.18774052219799567,-0.038358915069713735,0.18260541945133188,0.19254209179100923,-0.2211298509682871,-0.15862854935677492,-0.15948341653455947,-0.03741332661499655,0.1855984329292482,0.24581553900271413
112,0.0030747469942823437,-0.07689804001969325,0.14897755844707505,0.026674399201388064,-0.11180583209488262,-0.0716226825331151,-0.0023476537300363936,-0.1641196244010885,0.13766236568828882,0.023443772188073267
113,-0.43226604381530137,-0.4466365252691841,-0.2026515846523569,-0.3106496290585177,-0.06601844753383264,0.0796996503858021,-0.07444704613231111,0.008729818314503342,0.012142783268911802,0.08121863568117549
121,0.09726787567585875,-0.009990182738184628,0.14201654303590905,0.04816626900547182,0.03042405316484442,-0.0923070115201662,0.07560889272553066,0.11461654751210978,-0.027268200576334403,0.04175855223289493
