term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,dfidf,mean_tfidf,vector,x,y
quality,747,0.0097434358981047,6.681353674669567,7,NN,2,"{'NNP', 'NN'}",0,10.94723426247383,0.0190936797012911,"[-0.04772314 -0.14348537  0.00609188  0.06797332  0.18030708 -0.0399057
  0.11302461 -0.02761384 -0.068005    0.09677011  0.01779928 -0.0208277
 -0.03141564 -0.02029348 -0.01520251  0.11290514  0.09050636 -0.01002698
 -0.16268033  0.18888952 -0.03710837  0.02079485 -0.00584855 -0.1937912
 -0.11936777  0.08988626  0.12124742  0.02303441 -0.05921723 -0.06683981
  0.06195449  0.02316849  0.00794636 -0.01358721 -0.1764648   0.13921994
  0.11816069 -0.05970436  0.05154416 -0.07090926 -0.13067259  0.05854979
 -0.02798295 -0.00041146  0.16785172  0.0531591  -0.05098452 -0.09887681
  0.01650149  0.00353278  0.14158209  0.04070489  0.07123851  0.03628377
 -0.16378672  0.06399885  0.1843492  -0.12139045 -0.03787808  0.13917439
  0.01316155  0.03380743  0.00403884  0.00708295 -0.01795619 -0.02712899
 -0.06426775  0.13807565 -0.11398699 -0.02110583  0.1136723  -0.21161081
 -0.13580082 -0.06095597  0.02345915 -0.04394469 -0.06502825 -0.07763298
  0.04303077  0.23881626  0.06692225 -0.15838523 -0.04682174  0.19034232
 -0.06547074  0.19904055  0.03076289 -0.06513838 -0.06312952  0.01944428
  0.04564152 -0.13776132  0.11017159  0.00088559  0.11041681  0.20523085
 -0.07165673 -0.11229522 -0.092384   -0.04825187 -0.21010877  0.05714211
  0.01326194 -0.02964619  0.00578535  0.04097902  0.13635474 -0.02477237
  0.00781764 -0.12556882  0.06192386 -0.13692409  0.08597961  0.02320375
 -0.04296308 -0.04881343  0.08831543  0.09954387 -0.05735855  0.03391112
 -0.07206079 -0.08982335  0.03902072  0.00269752 -0.043279   -0.03091824
  0.04465322  0.01060677  0.01964424  0.01056502 -0.08207501 -0.02143599
  0.10200477 -0.00942564 -0.07660457 -0.02488096 -0.12927292  0.0200419
  0.09145424  0.0597949  -0.12261558 -0.02009636  0.18941537  0.00433357
 -0.25860023 -0.14205241 -0.01972026 -0.03509372  0.04193974  0.17134666
 -0.08190247 -0.06016457 -0.1051842   0.11427293 -0.27633387  0.00292196
  0.13120359 -0.15052491 -0.01041431  0.01237257  0.19947903  0.03921062
  0.02709555  0.18362717  0.05769608  0.07036538 -0.13024737  0.02458799
  0.10818878  0.08987396 -0.11754762 -0.05385228  0.0316123   0.02879015
 -0.1420831   0.00298577 -0.15351602 -0.06335464  0.11989724  0.0502563
  0.01088539  0.00328999  0.11834461  0.02074351  0.05276122  0.06469832
 -0.16454206 -0.08351757 -0.167982    0.04211054  0.11232296 -0.00294992
  0.03896948 -0.00614267  0.06907245  0.00752902  0.02308729 -0.16025428
 -0.06850601 -0.15139961 -0.15066446  0.00496339 -0.01815224  0.02048809
 -0.05467496  0.03608024 -0.18016723 -0.20562701 -0.06102167  0.02641582
  0.05586227  0.08606118  0.00201605  0.08902682 -0.00239786  0.07627201
  0.11306044 -0.01858559 -0.12368277 -0.03402378  0.09648345  0.05618205
  0.09896772 -0.04005436  0.1092566  -0.08986662 -0.10034056  0.02257778
 -0.00260654  0.06837454 -0.1213494   0.07685395  0.04248917 -0.05813028
 -0.09035862  0.06477938  0.03261201 -0.1283328   0.12336662  0.0376468
 -0.06983732 -0.02466266 -0.05216289  0.05486542 -0.00374005  0.0423605
  0.09997144  0.02672808 -0.22675952 -0.08823846 -0.13755134  0.08416041
 -0.20829749 -0.03605406 -0.12433501 -0.02475365]",-6.0418463,5.582057
casting,721,0.0094043069377959,6.732462658217982,7,NNP,2,"{'NN', 'NNP'}",0,23.363599551762256,0.0598430239579625,"[-7.06453845e-02 -1.44798189e-01 -4.74449340e-03  6.17877990e-02
  1.92993477e-01 -3.40225883e-02  1.06193252e-01 -4.26277816e-02
 -5.95262423e-02  8.42967257e-02  3.42491642e-02 -2.93063354e-02
 -3.24768424e-02 -7.15345051e-03 -1.24639617e-02  1.07833691e-01
  1.01493105e-01 -1.11835515e-02 -1.57402158e-01  2.03087404e-01
 -2.14303322e-02 -7.83084612e-03 -1.58394054e-02 -1.79164618e-01
 -1.31565660e-01  6.12436421e-02  1.14825025e-01  7.67000020e-03
 -5.83608039e-02 -7.51308426e-02  6.68947175e-02  5.30430535e-03
  1.46350302e-02 -5.02483314e-03 -1.83344766e-01  1.42875046e-01
  1.05539180e-01 -5.32113723e-02  5.02339751e-02 -5.52459918e-02
 -1.33821994e-01  5.58446348e-02 -1.69653911e-02 -2.21493766e-02
  1.48903832e-01  6.53211474e-02 -2.61387266e-02 -1.05545357e-01
  1.40017234e-02  2.57457816e-03  1.25651464e-01  5.91673553e-02
  8.37929398e-02  2.75379345e-02 -1.75709441e-01  8.78902823e-02
  1.74614534e-01 -1.24800749e-01 -1.83920152e-02  1.41223326e-01
  3.03149484e-02  2.69563217e-02 -3.80930514e-03 -3.07063409e-03
 -1.60995685e-02 -1.93473045e-02 -8.05896744e-02  1.41904801e-01
 -1.25482515e-01 -3.24177817e-02  1.19931847e-01 -2.17605546e-01
 -1.45471260e-01 -5.55195920e-02  3.46929319e-02 -7.62595162e-02
 -6.64761439e-02 -8.23187679e-02  3.10958214e-02  2.38864481e-01
  8.30371380e-02 -1.62192851e-01 -6.11361265e-02  1.86911553e-01
 -5.51507138e-02  1.96457818e-01  4.21413369e-02 -4.67586406e-02
 -4.11006883e-02  1.61283053e-02  4.40119691e-02 -1.40976846e-01
  8.55088905e-02 -2.15189555e-03  1.07643269e-01  2.00592890e-01
 -5.46764880e-02 -1.10034615e-01 -1.03524543e-01 -3.02548967e-02
 -2.35489652e-01  7.25778490e-02  1.75880361e-02 -4.38085012e-02
 -2.04739906e-03  4.20888439e-02  1.37789607e-01 -4.50962372e-02
 -6.63847546e-04 -1.34731799e-01  5.08713908e-02 -1.24451704e-01
  7.96114653e-02  6.55098213e-03 -3.86677049e-02 -6.52168915e-02
  7.64158890e-02  8.31120312e-02 -6.03770465e-02  2.05600280e-02
 -7.12604150e-02 -8.64323974e-02  2.23779809e-02  2.61303857e-02
 -3.88714820e-02 -2.60908064e-02  3.30484770e-02  8.99019372e-03
  7.56476540e-03  1.93301477e-02 -9.25243720e-02 -2.13793740e-02
  9.77840796e-02 -2.85360008e-03 -7.54204541e-02 -2.46594846e-02
 -1.47070646e-01  7.39958230e-03  8.26346427e-02  5.28824180e-02
 -1.19506642e-01 -2.04973109e-02  1.91391960e-01 -1.09449460e-03
 -2.59584248e-01 -1.41223624e-01 -3.12673301e-02 -3.71557921e-02
  4.41912971e-02  1.71916395e-01 -8.40806216e-02 -3.23280804e-02
 -9.97571349e-02  1.20380081e-01 -2.69576073e-01 -1.55076794e-02
  1.03953540e-01 -1.43157721e-01 -8.47022142e-03 -2.03612421e-04
  2.15611815e-01  4.75398824e-02  2.01277863e-02  1.85339227e-01
  4.60795984e-02  5.49779721e-02 -1.21137269e-01  2.05561444e-02
  1.11348890e-01  9.92148444e-02 -1.11531809e-01 -4.61307839e-02
  1.19843828e-02  2.55519003e-02 -1.19199857e-01  1.98674481e-02
 -1.51847959e-01 -8.22188854e-02  1.37758091e-01  5.06293513e-02
  7.98513088e-03  1.59450006e-02  1.22064590e-01  2.51489580e-02
  3.12892608e-02  5.75937107e-02 -1.41476825e-01 -8.95217210e-02
 -1.68294042e-01  3.13129388e-02  1.10317566e-01  7.19173998e-03
  3.39358561e-02  4.47901292e-03  8.83794278e-02 -4.37738094e-03
  2.90535036e-02 -1.57714203e-01 -8.33652318e-02 -1.60543412e-01
 -1.60489962e-01  6.85416628e-03 -2.73500942e-02  2.12495867e-02
 -4.82326448e-02  3.31211910e-02 -1.74812526e-01 -1.96461588e-01
 -5.94620518e-02  1.80177893e-02  7.62694255e-02  7.73525313e-02
 -6.60223886e-03  8.06439146e-02 -2.43640151e-02  8.99426639e-02
  1.09330609e-01 -3.20420787e-02 -1.16433889e-01 -3.58055905e-02
  7.44558945e-02  4.89001907e-02  1.03203185e-01 -3.90936062e-02
  9.31955799e-02 -7.85088390e-02 -1.14748433e-01  1.11958589e-02
 -7.83230178e-03  7.37143531e-02 -1.10587329e-01  9.15475339e-02
  3.25643830e-02 -7.30030313e-02 -7.14473501e-02  6.33995160e-02
  1.03090918e-02 -1.44244164e-01  1.22381091e-01  3.11995186e-02
 -7.91837350e-02 -7.70167820e-03 -2.71735117e-02  3.20288017e-02
 -8.17301963e-03  1.32380510e-02  9.70106721e-02  2.83496454e-02
 -2.14184001e-01 -8.87063667e-02 -1.25035211e-01  8.86900201e-02
 -1.91707313e-01 -2.96988618e-02 -1.17981888e-01 -3.48416567e-02]",-13.957783,6.7684116
products,668,0.0087130055956278,6.842613814984752,8,NNS,3,"{'NNS', 'NNP', 'NNPS'}",0,14.51527910986164,0.0225746942552932,"[-0.04123911 -0.14903277  0.01022897  0.06543881  0.18033037 -0.03725622
  0.10939748 -0.02371099 -0.06927446  0.10656503  0.00886578 -0.0176372
 -0.0290815  -0.02547051 -0.01237722  0.1118245   0.08298634 -0.00491736
 -0.15643121  0.18347229 -0.04729676  0.02404155 -0.01652955 -0.19137569
 -0.12459907  0.10473581  0.12446618  0.03074935 -0.05104885 -0.05871253
  0.06296162  0.0270486  -0.00823532 -0.0091105  -0.17114721  0.13645828
  0.11082983 -0.05682619  0.0532136  -0.08115394 -0.12638848  0.0653195
 -0.02700613  0.00982021  0.1746677   0.04724823 -0.04460015 -0.11638722
  0.01783722 -0.00704949  0.15044238  0.02341333  0.0697757   0.04126957
 -0.16297102  0.06103413  0.1915855  -0.11619356 -0.04450731  0.13878186
  0.00664454  0.04441487  0.00867268  0.00991747 -0.0241427  -0.03582698
 -0.06583376  0.13848385 -0.09921306 -0.02223427  0.10714033 -0.22364788
 -0.14628242 -0.0678166   0.01552576 -0.04757106 -0.08188663 -0.07334097
  0.04890051  0.25144094  0.05909414 -0.17539361 -0.03884834  0.20030788
 -0.06042122  0.20317592  0.02748223 -0.07145774 -0.06167232  0.01508087
  0.04045143 -0.14400321  0.10495673  0.01250615  0.10538123  0.20474048
 -0.06662972 -0.11689486 -0.09461324 -0.0476956  -0.21040514  0.05575483
  0.01152248 -0.02025914  0.00238924  0.0502047   0.13747814 -0.02402733
  0.01650348 -0.12774482  0.06408963 -0.13675742  0.09062741  0.01899262
 -0.0474758  -0.0564204   0.08279658  0.09395165 -0.05779923  0.04103219
 -0.08235316 -0.0837736   0.03190038 -0.00381895 -0.05175669 -0.04118564
  0.05066275  0.01339667  0.03871582 -0.00168314 -0.08391365 -0.01188039
  0.10858396 -0.01796975 -0.08346344 -0.01843456 -0.13834608  0.02522743
  0.08780339  0.05629809 -0.12913221 -0.00599167  0.20303825 -0.00270737
 -0.26534665 -0.15266864 -0.02126978 -0.03477631  0.03960386  0.17461935
 -0.09163893 -0.06217021 -0.10673433  0.11552173 -0.28073922  0.00535865
  0.12602435 -0.16852039 -0.01012841  0.01312382  0.20149322  0.04461748
  0.03266536  0.17966117  0.0566037   0.06991273 -0.12812172  0.03488308
  0.10096595  0.08457468 -0.1164915  -0.0492681   0.02638103  0.02477464
 -0.14087455  0.00918367 -0.15843508 -0.04879524  0.10697849  0.05487851
  0.01542728 -0.0012225   0.12156564  0.02945441  0.06531047  0.07116441
 -0.17149965 -0.06642765 -0.16398333  0.05162769  0.11029945  0.00227231
  0.03339701  0.00081566  0.06923428 -0.00321302  0.02376988 -0.14956333
 -0.06296119 -0.15540159 -0.15448621  0.00406769 -0.01204143  0.01606051
 -0.05091802  0.01607857 -0.17706837 -0.21354721 -0.05277697  0.02515564
  0.0616017   0.09161393 -0.00572558  0.0989242  -0.0006256   0.08846368
  0.10715736 -0.00941151 -0.12619384 -0.02659609  0.10620418  0.06914946
  0.09874489 -0.03505544  0.10244586 -0.0939692  -0.11235441  0.03303991
  0.01224425  0.05309451 -0.12449332  0.0845414   0.04623505 -0.06273079
 -0.09280005  0.06544893  0.02728223 -0.13491231  0.12917957  0.04538091
 -0.06084809 -0.02712524 -0.06173336  0.06183196 -0.00082443  0.03665211
  0.10848925  0.03228084 -0.23763138 -0.09207055 -0.14198501  0.08819
 -0.20966104 -0.03330074 -0.11778844 -0.01269969]",0.7737028,1.2984887
castings,510,0.0066521449906739,7.231964670599947,8,NNS,3,"{'NNS', 'NNPS', 'NNP'}",0,23.7893733125605,0.0525025640297319,"[-6.11205809e-02 -1.50337487e-01 -1.54584274e-03  6.74091950e-02
  1.99156255e-01 -3.76424976e-02  9.91522297e-02 -3.85484695e-02
 -5.86772561e-02  8.52483213e-02  2.67508663e-02 -3.68990414e-02
 -2.85436697e-02 -9.73107200e-03 -1.47803500e-02  1.17277950e-01
  1.04437232e-01 -8.10378324e-03 -1.55764595e-01  2.11865038e-01
 -2.63426211e-02 -3.64312925e-03 -2.41678786e-02 -1.94787472e-01
 -1.31226897e-01  8.01603943e-02  1.22456484e-01  1.15478355e-02
 -6.13404103e-02 -6.79057166e-02  6.52338788e-02  1.34376222e-02
  3.85751855e-03 -7.11683417e-03 -1.79465741e-01  1.52233839e-01
  1.04045391e-01 -5.56033701e-02  4.77576740e-02 -6.12901784e-02
 -1.41768619e-01  6.01970851e-02 -1.79398321e-02 -1.05492277e-02
  1.64339021e-01  5.55932894e-02 -2.39101853e-02 -1.18191347e-01
  6.20449102e-03 -1.04205124e-03  1.35403052e-01  4.19120938e-02
  8.79058689e-02  3.22427563e-02 -1.79175153e-01  7.43694752e-02
  1.91559538e-01 -1.17000207e-01 -2.78409719e-02  1.39486179e-01
  2.01902278e-02  2.49051098e-02 -1.25667569e-03 -1.91908851e-02
 -1.95747167e-02 -1.99690219e-02 -8.20459723e-02  1.48027167e-01
 -1.18019581e-01 -3.18307355e-02  1.13624431e-01 -2.37692371e-01
 -1.52072474e-01 -5.99501170e-02  3.46296839e-02 -7.42225349e-02
 -6.92639500e-02 -7.15543032e-02  2.78562233e-02  2.38590091e-01
  7.02327639e-02 -1.70520321e-01 -5.53776920e-02  1.90528989e-01
 -6.12225942e-02  2.02497169e-01  4.22014073e-02 -4.94221188e-02
 -4.71433997e-02  1.61156822e-02  4.18590307e-02 -1.51448116e-01
  9.36791003e-02  5.10866288e-03  1.08720645e-01  2.05295876e-01
 -6.14783429e-02 -1.14789836e-01 -1.07917376e-01 -2.99707279e-02
 -2.38184705e-01  6.49203807e-02  1.44114774e-02 -2.89939139e-02
 -1.07254158e-03  5.18714860e-02  1.38111696e-01 -3.71113457e-02
  4.08167361e-05 -1.43315762e-01  4.67901602e-02 -1.43031448e-01
  8.20477381e-02  9.29422025e-03 -4.27410156e-02 -6.14419989e-02
  8.44605714e-02  8.89226720e-02 -5.80492467e-02  2.98405662e-02
 -8.17214474e-02 -9.58645791e-02  1.58249065e-02  1.86196715e-02
 -3.36692594e-02 -2.98091862e-02  4.23078127e-02  1.79709736e-02
  1.57459285e-02  2.27900520e-02 -1.04808688e-01 -2.17682794e-02
  1.03122354e-01 -5.96400257e-03 -7.85937533e-02 -2.38096789e-02
 -1.44226253e-01  5.15657896e-03  8.18184167e-02  5.96184209e-02
 -1.35227039e-01 -1.44898398e-02  1.92649767e-01 -1.56414893e-03
 -2.61727691e-01 -1.48040965e-01 -2.67396551e-02 -4.07803468e-02
  4.24271263e-02  1.72387764e-01 -8.10418203e-02 -4.25920263e-02
 -1.04255736e-01  1.20506875e-01 -2.90308297e-01 -1.79639813e-02
  1.18469477e-01 -1.64291203e-01 -1.31809264e-02  7.42953597e-03
  2.28007928e-01  4.84244935e-02  2.83900686e-02  2.06091151e-01
  5.15218452e-02  6.74909204e-02 -1.33470058e-01  2.95504741e-02
  1.14041395e-01  1.04676835e-01 -1.05387218e-01 -5.09809442e-02
  2.08632667e-02  3.28432508e-02 -1.34379685e-01  2.06374209e-02
 -1.58454090e-01 -7.24356100e-02  1.24803476e-01  6.27328977e-02
  1.13773849e-02  1.47917895e-02  1.25032574e-01  2.21837983e-02
  4.06136736e-02  6.92985356e-02 -1.46684691e-01 -1.01455756e-01
 -1.79743007e-01  4.24101688e-02  1.07752249e-01  8.98368750e-03
  4.31761853e-02  1.36980843e-02  8.30996409e-02 -4.41992423e-03
  2.52658967e-02 -1.56229720e-01 -7.59796724e-02 -1.68834910e-01
 -1.66913047e-01  8.17176234e-03 -2.17015222e-02  2.89292131e-02
 -5.89408278e-02  2.54759286e-02 -1.81033134e-01 -2.07108647e-01
 -6.16841726e-02  1.15785981e-02  7.70380497e-02  7.42968768e-02
 -9.58779478e-04  7.82363042e-02 -2.14039274e-02  9.34081376e-02
  1.12514101e-01 -3.91621143e-02 -1.24586396e-01 -4.44938503e-02
  9.46928337e-02  6.13105744e-02  1.00269869e-01 -3.26225646e-02
  1.03041820e-01 -7.58755282e-02 -1.13751926e-01  2.10152436e-02
 -2.46354006e-03  7.15410411e-02 -1.17616542e-01  8.89809877e-02
  3.79786454e-02 -7.06363320e-02 -7.54160807e-02  6.46078885e-02
  6.62516756e-03 -1.56251907e-01  1.24057978e-01  4.67371084e-02
 -7.08413795e-02 -1.82875302e-02 -3.12890224e-02  3.05509064e-02
  1.31368805e-02  1.69638898e-02  1.00572027e-01  3.40318792e-02
 -2.23001167e-01 -9.73457247e-02 -1.28872097e-01  8.45981762e-02
 -2.01033920e-01 -2.52122320e-02 -1.01545230e-01 -3.15933861e-02]",-14.461075,3.1221461
aluminum,476,0.0062086686579623,7.331500344150861,8,NNP,2,"{'NN', 'NNP'}",0,23.67432224459482,0.0424336745876533,"[-0.06906438 -0.13637207  0.00329261  0.05934775  0.18386233 -0.02918507
  0.09294838 -0.04200841 -0.05201207  0.07437597  0.03457761 -0.03354349
 -0.02025435 -0.0044061  -0.02033087  0.10259859  0.09350691 -0.01269782
 -0.15124047  0.19742031 -0.02220318 -0.01708358 -0.01588688 -0.17166524
 -0.13382927  0.06270876  0.11269265  0.01597701 -0.05962749 -0.06513712
  0.06576218  0.00750719  0.00875151 -0.00548582 -0.1671407   0.13015877
  0.09095083 -0.04994295  0.04757521 -0.05698461 -0.13760675  0.05286013
 -0.02340787 -0.0220259   0.14694777  0.05577578 -0.01190041 -0.10303051
  0.00970016  0.00745767  0.11256389  0.05554629  0.07476091  0.02590336
 -0.17891672  0.08914823  0.1648857  -0.10602417 -0.02663056  0.1403475
  0.01075158  0.03050389 -0.00657803 -0.00711125 -0.01952329 -0.01560551
 -0.07862069  0.13356659 -0.11001893 -0.03083759  0.10606609 -0.2153239
 -0.14078824 -0.06049776  0.03481415 -0.08779219 -0.05338635 -0.06828135
  0.0316122   0.23307246  0.07218046 -0.16027999 -0.05210172  0.1888669
 -0.05594916  0.18761365  0.03589587 -0.04119242 -0.03927464  0.00506302
  0.03978793 -0.14270845  0.07762486  0.00645192  0.10426207  0.18767966
 -0.04391919 -0.10876221 -0.10009018 -0.02575341 -0.23610666  0.0562128
  0.01139156 -0.02972746 -0.00171531  0.04040965  0.13179274 -0.04420748
 -0.00034491 -0.12466316  0.04459228 -0.11741065  0.07337315  0.01168945
 -0.04020701 -0.06306785  0.07401481  0.07236383 -0.05862756  0.02946523
 -0.06704151 -0.09123949  0.02823342  0.01789422 -0.03847481 -0.02759439
  0.0296743   0.00392458  0.01506669  0.02309344 -0.09751398 -0.0212713
  0.09655805  0.00651719 -0.06538191 -0.01487061 -0.14440186  0.00042237
  0.07426744  0.0513514  -0.11988015 -0.00556431  0.18796402  0.00697966
 -0.25406182 -0.13521947 -0.03619286 -0.03073767  0.03829672  0.16336338
 -0.08183096 -0.02366082 -0.09189299  0.1095303  -0.2592237  -0.01902464
  0.09772385 -0.1429647  -0.01011785  0.00270964  0.21586     0.04671637
  0.00973268  0.17917344  0.04789749  0.05893053 -0.11600431  0.00686381
  0.10285375  0.09435368 -0.09996533 -0.04496906 -0.00065649  0.02271461
 -0.11977195  0.02394312 -0.15116027 -0.07680541  0.12626714  0.05386484
  0.00436491  0.01515945  0.11922854  0.02436803  0.03417328  0.05779968
 -0.12870614 -0.0910885  -0.17658183  0.027908    0.09611661  0.00785702
  0.03087306  0.01279118  0.08136407 -0.01284805  0.01830691 -0.13914177
 -0.08081245 -0.14751433 -0.15654428  0.01785298 -0.03112604  0.02529763
 -0.04912056  0.02583528 -0.16489363 -0.18277569 -0.04978029  0.01271662
  0.07891542  0.05866806 -0.00870747  0.07364758 -0.02364857  0.09467338
  0.10446608 -0.02471237 -0.11730696 -0.03606522  0.06599139  0.04249466
  0.10391138 -0.03516022  0.08836243 -0.06385819 -0.1141133   0.01870343
  0.00258998  0.06921103 -0.10495197  0.08741488  0.03065796 -0.07030378
 -0.06220254  0.065801   -0.01076394 -0.14427474  0.1231149   0.03940765
 -0.07893256 -0.00349565 -0.0216985   0.0308778  -0.00105322  0.00872706
  0.09551348  0.03409673 -0.20553987 -0.09041043 -0.11765823  0.08489686
 -0.17734268 -0.02686357 -0.10767192 -0.02775325]",-15.091912,7.615201
contact,449,0.0058564962761031,7.415746472717657,7,NNP,2,"{'NN', 'NNP'}",0,16.542023654717692,0.0200119988968805,"[-0.02797498 -0.13702206  0.02930203  0.07640012  0.17541464 -0.04053967
  0.12118322 -0.01973418 -0.07169858  0.11708419 -0.01392586 -0.02875671
 -0.02200488 -0.02607112 -0.01040749  0.12240294  0.08579017 -0.00644091
 -0.14637974  0.18317999 -0.05139902  0.05333937 -0.02918891 -0.19969097
 -0.12245513  0.1262528   0.10339671  0.04269959 -0.04805148 -0.03945834
  0.06879349  0.02651938 -0.02616371 -0.00943024 -0.1458523   0.12091459
  0.12082365 -0.05279832  0.06468154 -0.09914558 -0.11844086  0.06378753
 -0.03082006  0.02230937  0.17808476  0.05594321 -0.03233216 -0.12656859
  0.01852621 -0.02018017  0.15383388  0.01958394  0.06539828  0.03474985
 -0.15160531  0.04156771  0.19088918 -0.09039951 -0.06331822  0.13117808
 -0.0211888   0.04320365  0.0128377   0.01669826 -0.01706607 -0.05355225
 -0.06361566  0.12353333 -0.08593927 -0.01919992  0.09171298 -0.21650696
 -0.14857326 -0.08071439  0.01194885 -0.0482168  -0.08664996 -0.07375991
  0.04080604  0.25280392  0.04898087 -0.17603557 -0.03068044  0.20983031
 -0.05265746  0.20737143  0.02667413 -0.06912582 -0.07366663  0.01248818
  0.04107165 -0.16347088  0.09128974  0.03953963  0.09759475  0.19561751
 -0.06447442 -0.12071408 -0.0994835  -0.04806604 -0.20453422  0.03137586
  0.00836351  0.0020936  -0.00992441  0.05835161  0.14666209 -0.01689206
  0.02734279 -0.12483687  0.04526588 -0.14473867  0.08445856  0.02554542
 -0.05429542 -0.04732618  0.07594983  0.08914629 -0.07289746  0.05584916
 -0.07586019 -0.06527125  0.04076149 -0.01927223 -0.04915361 -0.03676669
  0.06873011  0.02442302  0.06556691 -0.02979395 -0.07055247  0.00266936
  0.10828038 -0.05033626 -0.08565762  0.00231318 -0.13093704  0.02939216
  0.08004805  0.06471489 -0.10835385  0.00181672  0.22057484 -0.00374075
 -0.28934494 -0.14050542 -0.02160034 -0.02144088  0.03994976  0.1713084
 -0.11909326 -0.06846726 -0.09725555  0.10097405 -0.26586747  0.0206632
  0.14042205 -0.17564684 -0.02239134  0.0261575   0.20062883  0.04388482
  0.03539579  0.16469634  0.05094558  0.08010015 -0.12532786  0.02566047
  0.08762976  0.07977804 -0.10332003 -0.04212812  0.03317945  0.03200252
 -0.15032062  0.01977891 -0.14323303 -0.0249657   0.0882279   0.05971747
  0.0166962  -0.00423939  0.12288872  0.04019509  0.06965417  0.08436611
 -0.18309101 -0.04311606 -0.15427896  0.04850537  0.10086166  0.00634559
  0.03370618  0.00716268  0.06490222 -0.01804853  0.03101614 -0.13256645
 -0.05362667 -0.14357258 -0.15498887  0.01512481 -0.00160333 -0.00226523
 -0.05446525 -0.00809923 -0.15570398 -0.2034864  -0.05101913  0.01443532
  0.06565873  0.10336651 -0.00237242  0.10903515  0.00954954  0.08682823
  0.11490215  0.00035656 -0.11739551 -0.01471356  0.12100568  0.09527352
  0.0991616  -0.02209141  0.09124381 -0.09649757 -0.10929858  0.0474974
  0.01197945  0.04945187 -0.1125386   0.06972083  0.03464158 -0.03883703
 -0.09416741  0.0688658   0.02044092 -0.1311228   0.15048006  0.06494579
 -0.05577463 -0.01890077 -0.08058636  0.07564998 -0.00396664  0.0322059
  0.11643669  0.03334124 -0.26551956 -0.08913155 -0.14030337  0.06409431
 -0.20297565 -0.03462837 -0.10909984 -0.00877999]",14.273472,-0.66260123
