term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
parts,-0.07227869959472773,-0.05328405757912306,-0.004517736639220428,0.00610954102503643,0.02140222980682254,-0.01691516464980341,0.025602450575125973,-0.03347447646397207,-0.0236932590948035,0.013827490288324668
ability,-0.01608593092375665,0.008724303000870284,-0.00661457757540498,0.016551076319920394,0.01071724105610231,0.006815302584860214,0.016890714196355305,0.0005730180847376625,0.017490326267572607,0.011555226784949657
supplier,0.0036374920897563863,-0.0021992173162475393,-0.052023614414163935,0.006206071925511299,0.020819868731392126,0.03111982553482677,0.017675214054862436,0.00836510323930546,0.008867025351835558,-0.016063155315812604
sand,-0.21902388104252354,0.1725480783117672,-0.13614769721459033,0.18855263234268804,0.12070125247102734,-0.0032314311177727454,-0.10234694966343436,0.0304711239138788,0.05472566715674069,0.16953137045978517
application,0.008401562687951286,-0.002368572220954169,0.022103056956615224,-0.020983380297439402,0.06805310082225004,0.04934053733538936,-0.023132058379760456,0.01696753487529884,0.047198094584238855,-0.00034146802919802436
processes,-0.03834862758582746,-0.02508610847694224,-0.012336090019377728,0.07033607557006737,0.03790544134510234,-0.009989560585316012,0.00864195190298342,0.10699089825325199,0.002250100785941852,0.03149408200398983
business,0.00178394926718626,0.0008799455576439773,0.0172949469231892,0.02312168435055093,-0.029316140690969533,0.022489483484805152,-0.021472275886356088,-0.010589904914109901,0.029330741126676715,-0.008233340868556357
clients,-0.012815569139988528,0.0042387014496840575,0.015690655127424093,0.032118781983891384,-0.002865549543764296,0.010841880596236137,0.028305315566002413,0.039397339453233676,0.019773566167516854,0.027078350274646737
tools,-0.017168303567237194,-0.003554851240653094,0.017058410927731207,0.014930890073934255,-0.0175772864929855,-0.002751112578605083,0.006884576647912522,-0.02924455601612122,0.01510505390424312,-0.010930678290158445
people,0.0024782983591686053,-0.016651391540180707,0.00998810842408443,0.019535525697632686,-0.02072604012442264,0.030891043835942607,0.00834017206090534,0.0015730743821067076,0.03546054749928845,0.00918069276096198
life,-0.022976237128217298,-0.005460216216952747,0.0032856489215119422,0.005591052558945465,0.00415107704564154,-0.007258537880578739,-0.009373542414617072,0.014709270054430292,-0.012389440101127077,0.007822300685103499
tooling,-0.05079568758723331,-0.028045002447970185,0.017753581788431685,0.03587804339341959,-0.016284822122188732,-0.005577137939222593,0.021899482927324732,-0.045008740012017816,0.04684803431395494,0.03319148084644212
companies,-0.01608721590711161,0.017575721294467987,0.006703562862780907,0.01874163277329947,-0.019472885025303747,0.004506616068295484,0.01836124062349388,-0.005129933136647445,0.05941985574466723,0.004570596099326123
iso,-0.02784114229692069,-0.005320801820155166,-0.036875421196537216,0.0031607063547027902,0.05314521555988354,0.007375573314550868,0.03654121641415503,-0.010017202125830202,0.013844244334783819,0.013077368122116174
information,0.06252222455368231,-0.032945058972094814,-0.13399440065005058,-0.019152180691508834,-0.014418502373896702,0.10448420165495642,0.03947431125450669,-0.07778404358235198,-0.006098411621468712,0.040164538240122935
process,-0.051889053564737164,-0.010320638628012989,-0.03133805201296594,0.0805720709657349,0.05426890851282789,0.028975448986664022,-0.008265311234799256,0.05331147407691368,-0.001335801513417868,0.042277093344061836
request,0.009619680835358165,0.02902901706538068,-0.029550033391986055,-0.02014274872956433,0.021528503980326148,-0.009325818918177886,-0.003932403346253002,-0.010586472156543883,-0.028923839421812605,-0.036503654307821154
metals,-0.026007445492765405,0.043299118591227655,-0.04993327585968218,-0.04436991559263638,-0.004812135185017159,-0.11159157877662201,0.021034570271509574,0.05864587461152486,-0.045412638249362466,0.06998490807897138
types,-0.004424012569111085,0.00410076005627403,0.0019153757361406766,0.00956979194225544,0.013020292422392384,0.008810392755277577,0.0017938544012364957,-0.005061864652424884,-0.019554494972964832,0.0001444561054234749
state,0.014817432189269574,-0.0008487662394494633,0.021613306895154588,0.012562456251389005,-0.011266846254778749,0.0033131086555962994,0.018882908579581463,-0.005437919585060008,0.00356670414567669,-0.00847428986590773
industries,-0.006199429875973216,-0.016333892544664667,0.023005125182448127,0.08990005054380357,0.08674312868986603,-0.021740240164651644,0.05727792714615053,-0.07311421669450344,-0.01642136924132822,-0.004018461136158099
production,-0.05087338118226037,-0.028588905617087816,0.010984393816509274,0.048192549546765835,0.02914175549040984,0.004430680872593989,0.039289091163114555,-0.035794483690898854,0.03141832496714432,-0.011830597723097564
heat,-0.023817426280979794,0.015149594161726664,-0.01689566549002381,0.04679495178201086,0.04980842228564209,-0.042767261341011706,0.011998130642225432,0.0369805238120765,-0.04904001728270678,0.027801635878691104
strength,-0.06440182314505687,-0.06065746573670801,-0.023240682735116047,-0.07807400657845186,-0.01554000735370634,-0.009089822942648915,-0.03145409125397676,0.0412793214900179,-0.0901970506955383,0.07382800927398285
questions,0.053208232822937324,-0.012414396670153574,-0.062087540619932956,-0.016640947034002644,-0.005070733590891493,-0.023082145943134957,-0.023295109563985512,-0.01158781148017928,-0.01987863830555956,-0.0006032339137047268
market,0.0001629650848454955,0.008238350266176876,0.0027622428315729488,0.007152807089932502,0.0013430635360348615,-0.01410304724648998,0.014510165634861417,0.015438556494712147,-0.0036726329613715534,-0.0019864527227768667
industrial,0.020191958061566383,0.01621338095205566,-0.003992724672734346,-0.016323725814248034,-0.003755473303179956,-0.026355522358538327,0.04551474037176397,0.031312130216173704,0.015101649311099682,-0.01610134609326863
name,0.042483783628978825,0.02600314907981095,0.00688718500219805,0.03968403602066765,-0.06716827337870955,0.11145510166818097,-0.05743522237818436,-0.09613859991166504,-0.01576238672625415,0.031528093965859164
number,-0.012204741164958188,0.0019048948782095314,-0.02120536384554136,0.013804378097952848,-0.0038036510661670275,0.02614822258764149,-0.026605152324831093,-0.012893256603087329,-0.014450802794538387,0.01138392863445305
staff,-0.006127603504872346,-0.0024353083034423274,0.010020967086952909,0.008928621250478946,-0.006688107642024938,0.009574750239988815,0.002181609381428773,0.013036925698491977,0.00039139482652942887,-0.0070562044449771
new,-0.010163240968260807,0.013322127513619319,0.012967379495843227,-0.007222795759101038,0.005704686616964814,0.005915927141516396,0.025426466007212455,-0.0192754432100617,-0.08652291326015236,-0.038168542988044604
call,0.03416759533554978,0.011146176043643718,0.026404132262143776,-0.011436248763201763,-0.033967284089105945,-0.003584292827771047,0.008604317989688807,0.03474535781817706,0.0010067636969733865,0.04396701552274115
experience,-0.006926592892227316,0.013064075150013926,0.0016008942198759684,0.033092594988165754,-0.009672942627205095,0.01061916126053879,-0.014973235677205545,0.001515780856848761,0.030996883622104225,0.02116051151434513
manufacturing,0.0005993456544780666,-0.035468347165777105,0.03519648732458678,0.05071853548512466,0.01653355570166696,-0.02423365676709445,0.06036180428486049,-0.014758402119799773,0.00029409037555637723,-0.0241020684527029
core,-0.0562990069701112,0.02709669665794929,-0.0438911582022787,0.07476913363098353,0.04805704256044113,0.0003537767101582535,-0.012464663716516652,0.05594014338559094,0.02690909740087006,0.03063440734778767
assembly,-0.01999302738790123,-0.030412403633478764,-0.008239174474819451,0.045898283629900755,0.02095773024598734,0.008826644487871748,0.02475920476312666,0.010222416176050622,0.03582350281876823,-0.034487258387563134
job,0.014167793864821266,-0.009495141381915602,0.01626406439226202,0.03300029040046882,0.0038980660251428114,0.08316147802132032,0.005800311482695553,-0.06634260875548523,-0.05332239077053313,-0.09491576821969658
markets,0.04301670134537448,-0.03305782598811494,-0.013621418749467044,0.0024665570213828858,0.01619797168556976,-0.06982627501696521,-0.015836871737850138,0.0186222409357031,0.03447649863717442,-0.005875617959791435
leader,0.00537145809701898,-0.0032283205723579313,-0.001577041075133564,0.017521312587022702,-0.0006423263636879437,0.0025427672458631936,0.01822938032618727,0.0303304978444064,0.028160776002287197,-0.008833857098735165
price,-0.011823303668398124,0.018026622820124755,0.006338576896000067,0.013832461814477644,0.0058190594254678325,0.018572191729736495,-0.006016406690962885,0.023998095535495947,-0.022725585475999868,0.005299952381167285
mold,-0.08094363225185089,-0.01503685724102251,-0.0978681622113565,0.08275886319199328,0.06404070090414671,0.020553198072319333,-0.032832668643311635,0.06972062559226694,-0.007656539110597174,0.029625768468334698
options,-0.002237668869705269,0.0007961122259009337,0.01039049082463187,-0.003211269181864463,-0.007628821327555532,0.012972808341147736,0.004854272444431688,0.03799247221785545,-0.024166156084658243,0.018674615502079963
policy,0.06268356801286953,-0.05826211390056094,-0.09781080267991148,0.020748035381278573,0.013075734858484771,0.06724845265398058,0.048492176353878855,-0.04805584914184262,0.07159035010047571,0.009039911740602376
projects,0.00977233968982136,0.00024181036532968923,0.031995772490875,0.027573136911885,0.013534676556444017,0.005103445444657718,0.017768620565196642,-0.0050660715219308814,0.022413768957941695,0.012440255454177783
results,0.012488747031541908,-0.004191920756018991,0.0002995178704528439,0.02773769273898931,0.006520472209522841,0.0009182588250729732,0.010078410653683319,0.016063820116278278,0.004734958794462133,0.013014822373784917
design,-0.027435995200037876,0.027294814479681857,0.024376524623607478,0.048242944310727016,-0.008150169169814678,0.006504540758449249,0.04246046567623102,-0.010490755521741252,0.025144750522985225,-0.015553098523751452
properties,-0.049249145227428015,-0.043490653464421866,-0.027517275950230978,-0.05631388915271797,-0.00304791723545408,0.0023372846425065465,-0.004989505012011617,0.017358524229348176,-0.03247739895021369,0.03121945923969629
type,0.002877746365982357,0.001914004222466329,0.002513910768133781,-0.008674640269844198,0.0009119144455895639,0.022152487576148933,-0.004918965188244021,-0.00812191397816477,-0.047942843879768625,-0.018114705671988716
history,-0.002228477796495288,0.013100278998988453,0.0026090430175090126,0.00648770175794174,0.0034356620689673487,0.012335775382305915,0.0001225455361622412,0.027492127974389515,0.013770776747887781,-0.011567894230837096
base,-0.012723617430048576,-0.0025462060025230222,0.003119646938135878,-0.004526135591383179,0.007986063988731857,-0.0015585164175937192,0.017355988796941405,-0.010819336082624467,-0.02645828825650733,-0.020867750187149255
addition,0.005980707887040321,-0.01243143789598277,0.003592551439780179,0.015307235628477136,0.012426669140019105,-0.021605343179112623,0.017530218193273082,-0.020242084684511445,-0.017688847995228865,0.014896757207674766
tool,-0.04210525747351025,-0.08116002839440412,0.06405182921670749,0.04758282695705035,-0.039779828009121734,-0.04695673706668296,0.04404645300731756,-0.08616465460875358,0.06396455957963297,-0.013163585744241445
data,0.11666017616791945,-0.020075951708425892,-0.17613136851159536,0.012158750926558074,-0.0031110292750271737,0.1713921040589695,0.14828084393980837,-0.08731117841424019,0.05602086625689684,0.0841587820765285
bronze,-0.1586018648420542,0.3225641952294417,-0.09627418661492014,-0.04436431468791831,-0.07175438075049075,0.0294358733633304,-0.0074788683339736504,-0.142601569711284,0.09662972077595022,-0.07952091916245131
art,-0.027829231253338752,0.10253541904276418,0.013449094133409042,0.007702566023859809,-0.06890052589159051,0.04513540645436897,-0.05152889628348545,-0.0673357975011632,-0.008564871184301593,-0.08203844240179457
details,0.03198207895230991,0.010116189418640068,0.030859267591198718,0.025993988872644733,-0.026480367742936224,0.06858241645866678,-0.018160993205006436,-0.0049244556809512575,-0.05585506630414029,0.01226690070026894
copper,-0.022304667449796832,0.08361218351366495,0.007431379777568089,-0.08935356416039834,-0.05739002920520954,-0.023389341157273803,0.10886491071624446,0.0018771862603122014,0.026019608602504837,0.13808708011718412
success,0.0017614654506434733,-0.022138248526737313,0.02026158978421967,0.005302684739229652,-0.01436177077131216,0.018955084162398918,-0.002494516023669494,0.027171020900243408,0.02394724071061864,-0.009760354255078374
finishing,-0.03933183305330664,-0.011541035738800049,-0.037513428048052196,-0.01113974806181815,0.02526090404609856,0.017809436541172854,0.05841441258945686,-0.028612826455124096,0.016479540075801505,0.015738983889614318
general,0.013570747748914876,-0.03336652557641091,-0.0342408071287709,0.023371735806358228,-0.008481187688200933,-0.017099836096061197,2.892821894331256e-05,0.0014304179634778609,0.044248639260247684,-0.010585697896544927
level,0.00419116997679954,-0.01171125350708437,0.012288359359614004,0.01735282058547904,0.01523035703967325,0.01630473490976705,0.010013217858863104,0.02723325153814775,0.02273505439800797,-0.006695558455473549
company,-0.009180351932858303,0.007263193199349583,-0.013425522028833424,0.015063289337553163,-0.004068473670505266,0.03431959952791311,-0.013062916442853009,0.00047270917731213457,0.040407483014156115,-0.026530959319062596
standard,-0.005288464367431177,0.0007999450097069598,0.0031180297277766797,0.017479484015322445,-0.005163124845782901,0.00044042333954465927,0.0030451519085274215,0.0036618440353910387,-0.005201894349199235,-0.012123502643420343
designs,-0.005900284581182097,0.00032809194625731694,0.01170730855056333,-0.01774226993008913,-0.013788527799318618,0.007429698517120183,0.032028756140594125,0.011037657105493839,0.009740817152265727,-0.005797647743627015
surface,-0.028455981503706946,-0.013005322979851103,-0.009634675062760908,0.04376937280957866,0.06932171075115609,-0.004773135047268932,0.0009843575127252988,0.020160015168894124,-0.0019552045903687802,0.03895326607732639
construction,-0.006807042918201765,0.010909483130821017,-0.003602152863657062,0.01928583342550565,0.009367719830919306,0.002593117623246021,-0.009434097791918075,0.017182445659930077,0.018767278219505207,0.003975141977438265
solution,0.0071585872538648225,-0.008986986396465124,0.03388780836471781,0.0323764599637434,0.006355178893588552,-0.008933581358643595,-0.021749622514392306,0.02044609244758753,0.03656489444591503,0.033577778295363396
